node_id,parent_node_id,global_problem_id,node_type,title,text,depth,order,source,normalized_difficulty,normalized_tags,topic_group,url,metadata
pi::pedagogy::approach::codeforces_2044_F::binary_search,pi::problem::codeforces_2044_F,codeforces_2044_F,APPROACH,Easy Demon Problem - Binary Search Approach,"This problem can be interpreted through binary search. Evidence: binary search brute force data structures math number theory. Prerequisites: monotonic_predicate, bounds_reasoning, integer_overflow_awareness. Common risks: wrong_bounds, off_by_one, missing_monotonicity_proof.",4,50,codeforces,1900.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""math"", ""binary_search""]","[""techniques"", ""implementation_constructive"", ""data_structures"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2044/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""binary_search"", ""prerequisites"": [""monotonic_predicate"", ""bounds_reasoning"", ""integer_overflow_awareness""], ""risks"": [""wrong_bounds"", ""off_by_one"", ""missing_monotonicity_proof""], ""evidence"": ""binary search brute force data structures math number theory""}"
pi::pedagogy::approach::codeforces_2044_F::brute_force,pi::problem::codeforces_2044_F,codeforces_2044_F,APPROACH,Easy Demon Problem - Brute Force Approach,"This problem can be interpreted through brute force. Evidence: binary search brute force data structures math number theory. Prerequisites: constraint_reading, complexity_estimation. Common risks: tle, bad_complexity.",4,50,codeforces,1900.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""math"", ""brute_force""]","[""techniques"", ""implementation_constructive"", ""data_structures"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2044/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""brute_force"", ""prerequisites"": [""constraint_reading"", ""complexity_estimation""], ""risks"": [""tle"", ""bad_complexity""], ""evidence"": ""binary search brute force data structures math number theory""}"
pi::pedagogy::approach::codeforces_2044_F::data_structures,pi::problem::codeforces_2044_F,codeforces_2044_F,APPROACH,Easy Demon Problem - Data Structures Approach,"This problem can be interpreted through data structures. Evidence: Easy Demon Problem

F. Easy Demon Problem
time limit per test
4 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

For an arbitrary grid, Robot defines its
beauty
to be the sum of elements in the grid.
Robot gives you an array $a$ of length $n$ and an array $b$ of length $m$. You construct a $n$ by $m$ grid $M$ such. Prerequisites: operation_invariants, complexity_tradeoffs. Common risks: stale_update, wrong_query_range, complexity_bug.",4,50,codeforces,1900.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""math""]","[""techniques"", ""implementation_constructive"", ""data_structures"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2044/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""data_structures"", ""prerequisites"": [""operation_invariants"", ""complexity_tradeoffs""], ""risks"": [""stale_update"", ""wrong_query_range"", ""complexity_bug""], ""evidence"": ""Easy Demon Problem\n\nF. Easy Demon Problem\ntime limit per test\n4 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nFor an arbitrary grid, Robot defines its\nbeauty\nto be the sum of elements in the grid.\nRobot gives you an array $a$ of length $n$ and an array $b$ of length $m$. You construct a $n$ by $m$ grid $M$ such""}"
pi::pedagogy::approach::codeforces_2044_F::number_theory,pi::problem::codeforces_2044_F,codeforces_2044_F,APPROACH,Easy Demon Problem - Number Theory Approach,"This problem can be interpreted through number theory. Evidence: binary search brute force data structures math number theory. Prerequisites: divisibility, modular_arithmetic. Common risks: modulo_bug, overflow, divisibility_edge_case.",4,50,codeforces,1900.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""math"", ""number_theory""]","[""techniques"", ""implementation_constructive"", ""data_structures"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2044/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""number_theory"", ""prerequisites"": [""divisibility"", ""modular_arithmetic""], ""risks"": [""modulo_bug"", ""overflow"", ""divisibility_edge_case""], ""evidence"": ""binary search brute force data structures math number theory""}"
pi::pedagogy::approach::codeforces_2044_F::direct_formula,pi::problem::codeforces_2044_F,codeforces_2044_F,APPROACH,Easy Demon Problem - Direct Formula Approach,"This problem can be interpreted through direct formula. Evidence: An important observation is that the element at position $(r, c)$ is counted twice, so we must account for this in the formula.. Prerequisites: algebraic_modeling, integer_square_root, overflow_awareness. Common risks: precision_error, overflow, invalid_integer_root.",4,50,codeforces,1900.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""math"", ""direct_formula""]","[""techniques"", ""implementation_constructive"", ""data_structures"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2044/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""direct_formula"", ""prerequisites"": [""algebraic_modeling"", ""integer_square_root"", ""overflow_awareness""], ""risks"": [""precision_error"", ""overflow"", ""invalid_integer_root""], ""evidence"": ""An important observation is that the element at position $(r, c)$ is counted twice, so we must account for this in the formula.""}"
pi::pedagogy::approach::codeforces_2044_F::greedy,pi::problem::codeforces_2044_F,codeforces_2044_F,APPROACH,Easy Demon Problem - Greedy Approach,"This problem can be interpreted through greedy. Evidence: Choose integers $r$ and $c$ such that $1 \leq r \leq n$ and $1 \leq c \leq m$. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,50,codeforces,1900.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""math"", ""greedy""]","[""techniques"", ""implementation_constructive"", ""data_structures"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2044/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""Choose integers $r$ and $c$ such that $1 \\leq r \\leq n$ and $1 \\leq c \\leq m$""}"
pi::pedagogy::approach::codeforces_2044_F::constructive,pi::problem::codeforces_2044_F,codeforces_2044_F,APPROACH,Easy Demon Problem - Constructive Approach,"This problem can be interpreted through constructive. Evidence: You construct a $n$ by $m$ grid $M$ such that $M_{i,j}=a_i\cdot b_j$ for all $1 \leq i \leq n$ and $1 \leq j \leq m$.. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,50,codeforces,1900.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""math"", ""constructive""]","[""techniques"", ""implementation_constructive"", ""data_structures"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2044/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""You construct a $n$ by $m$ grid $M$ such that $M_{i,j}=a_i\\cdot b_j$ for all $1 \\leq i \\leq n$ and $1 \\leq j \\leq m$.""}"
pi::pedagogy::approach::codeforces_2044_E::binary_search,pi::problem::codeforces_2044_E,codeforces_2044_E,APPROACH,Insane Problem - Binary Search Approach,"This problem can be interpreted through binary search. Evidence: Solution 1 (Binary Search). Prerequisites: monotonic_predicate, bounds_reasoning, integer_overflow_awareness. Common risks: wrong_bounds, off_by_one, missing_monotonicity_proof.",4,51,codeforces,1300.0,"[""techniques"", ""greedy"", ""implementation_constructive"", ""math"", ""binary_search""]","[""techniques"", ""greedy"", ""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2044/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""binary_search"", ""prerequisites"": [""monotonic_predicate"", ""bounds_reasoning"", ""integer_overflow_awareness""], ""risks"": [""wrong_bounds"", ""off_by_one"", ""missing_monotonicity_proof""], ""evidence"": ""Solution 1 (Binary Search)""}"
pi::pedagogy::approach::codeforces_2044_E::greedy,pi::problem::codeforces_2044_E,codeforces_2044_E,APPROACH,Insane Problem - Greedy Approach,"This problem can be interpreted through greedy. Evidence: binary search greedy implementation math number theory. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,51,codeforces,1300.0,"[""techniques"", ""greedy"", ""implementation_constructive"", ""math""]","[""techniques"", ""greedy"", ""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2044/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""binary search greedy implementation math number theory""}"
pi::pedagogy::approach::codeforces_2044_E::constructive,pi::problem::codeforces_2044_E,codeforces_2044_E,APPROACH,Insane Problem - Constructive Approach,"This problem can be interpreted through constructive. Evidence: Insane Problem

E. Insane Problem
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Wave is given five integers $k$, $l_1$, $r_1$, $l_2$, and $r_2$. Wave wants you to help her count the number of ordered pairs $(x, y)$ such that all of the following are satisfied:
$l_1 \leq x \leq r_1$.
$l_2 \leq. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,51,codeforces,1300.0,"[""techniques"", ""greedy"", ""implementation_constructive"", ""math"", ""constructive""]","[""techniques"", ""greedy"", ""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2044/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""Insane Problem\n\nE. Insane Problem\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nWave is given five integers $k$, $l_1$, $r_1$, $l_2$, and $r_2$. Wave wants you to help her count the number of ordered pairs $(x, y)$ such that all of the following are satisfied:\n$l_1 \\leq x \\leq r_1$.\n$l_2 \\leq""}"
pi::pedagogy::approach::codeforces_2044_E::number_theory,pi::problem::codeforces_2044_E,codeforces_2044_E,APPROACH,Insane Problem - Number Theory Approach,"This problem can be interpreted through number theory. Evidence: binary search greedy implementation math number theory. Prerequisites: divisibility, modular_arithmetic. Common risks: modulo_bug, overflow, divisibility_edge_case.",4,51,codeforces,1300.0,"[""techniques"", ""greedy"", ""implementation_constructive"", ""math"", ""number_theory""]","[""techniques"", ""greedy"", ""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2044/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""number_theory"", ""prerequisites"": [""divisibility"", ""modular_arithmetic""], ""risks"": [""modulo_bug"", ""overflow"", ""divisibility_edge_case""], ""evidence"": ""binary search greedy implementation math number theory""}"
pi::pedagogy::approach::codeforces_2044_D::greedy,pi::problem::codeforces_2044_D,codeforces_2044_D,APPROACH,Harder Problem - Greedy Approach,"This problem can be interpreted through greedy. Evidence: constructive algorithms greedy math. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,52,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math"", ""techniques""]",https://codeforces.com/problemset/problem/2044/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""constructive algorithms greedy math""}"
pi::pedagogy::approach::codeforces_2044_D::constructive,pi::problem::codeforces_2044_D,codeforces_2044_D,APPROACH,Harder Problem - Constructive Approach,"This problem can be interpreted through constructive. Evidence: To thank you, UFO decides to construct another array $b$ of length $n$ such that $a_i$ is a mode of the sequence $[b_1, b_2, \ldots, b_i]$ for all $1 \leq i \leq n$.. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,52,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math"", ""constructive""]","[""implementation_constructive"", ""greedy"", ""math"", ""techniques""]",https://codeforces.com/problemset/problem/2044/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""To thank you, UFO decides to construct another array $b$ of length $n$ such that $a_i$ is a mode of the sequence $[b_1, b_2, \\ldots, b_i]$ for all $1 \\leq i \\leq n$.""}"
