node_id,parent_node_id,global_problem_id,node_type,title,text,depth,order,source,normalized_difficulty,normalized_tags,topic_group,url,metadata
pi::pedagogy::approach::codeforces_2065_H::dynamic_programming,pi::problem::codeforces_2065_H,codeforces_2065_H,APPROACH,Bro Thinks He's Him - Dynamic Programming Approach,"This problem can be interpreted through dynamic programming. Evidence: combinatorics data structures divide and conquer dp math matrices. Prerequisites: state_design, transition_reasoning, base_cases. Common risks: wrong_state, missing_base_case, bad_complexity.",4,38,codeforces,2200.0,"[""math"", ""data_structures"", ""techniques"", ""dynamic_programming""]","[""math"", ""data_structures"", ""techniques"", ""dynamic_programming""]",https://codeforces.com/problemset/problem/2065/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""dynamic_programming"", ""prerequisites"": [""state_design"", ""transition_reasoning"", ""base_cases""], ""risks"": [""wrong_state"", ""missing_base_case"", ""bad_complexity""], ""evidence"": ""combinatorics data structures divide and conquer dp math matrices""}"
pi::pedagogy::approach::codeforces_2065_H::number_theory,pi::problem::codeforces_2065_H,codeforces_2065_H,APPROACH,Bro Thinks He's Him - Number Theory Approach,"This problem can be interpreted through number theory. Evidence: After each query, output the sum over all $f(b)$ where $b$ is a non-empty subsequence $^{\text{†}}$ of $s$, modulo $998\,244\,353$.. Prerequisites: divisibility, modular_arithmetic. Common risks: modulo_bug, overflow, divisibility_edge_case.",4,38,codeforces,2200.0,"[""math"", ""data_structures"", ""techniques"", ""dynamic_programming"", ""number_theory""]","[""math"", ""data_structures"", ""techniques"", ""dynamic_programming""]",https://codeforces.com/problemset/problem/2065/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""number_theory"", ""prerequisites"": [""divisibility"", ""modular_arithmetic""], ""risks"": [""modulo_bug"", ""overflow"", ""divisibility_edge_case""], ""evidence"": ""After each query, output the sum over all $f(b)$ where $b$ is a non-empty subsequence $^{\\text{†}}$ of $s$, modulo $998\\,244\\,353$.""}"
pi::pedagogy::approach::codeforces_2065_G::number_theory,pi::problem::codeforces_2065_G,codeforces_2065_G,APPROACH,Skibidus and Capping - Number Theory Approach,"This problem can be interpreted through number theory. Evidence: He must report the number of pairs $(i, j)$ such that $i \leq j$ and $\operatorname{lcm}(a_i, a_j)$ $^{\text{∗}}$ is. Prerequisites: divisibility, modular_arithmetic. Common risks: modulo_bug, overflow, divisibility_edge_case.",4,39,codeforces,1700.0,"[""math"", ""number_theory""]","[""math""]",https://codeforces.com/problemset/problem/2065/G,"{""layer"": ""pedagogical_graph"", ""technique"": ""number_theory"", ""prerequisites"": [""divisibility"", ""modular_arithmetic""], ""risks"": [""modulo_bug"", ""overflow"", ""divisibility_edge_case""], ""evidence"": ""He must report the number of pairs $(i, j)$ such that $i \\leq j$ and $\\operatorname{lcm}(a_i, a_j)$ $^{\\text{∗}}$ is""}"
pi::pedagogy::approach::codeforces_2065_F::data_structures,pi::problem::codeforces_2065_F,codeforces_2065_F,APPROACH,Skibidus and Slay - Data Structures Approach,"This problem can be interpreted through data structures. Evidence: Skibidus and Slay

F. Skibidus and Slay
time limit per test
4 seconds
memory limit per test
512 megabytes
input
standard input
output
standard output

Let's define the
majority
of a sequence of $k$ elements as the unique value that appears strictly more than $\left \lfloor {\frac{k}{2}} \right \rfloor$ times. If such a value does not exist, then the. Prerequisites: operation_invariants, complexity_tradeoffs. Common risks: stale_update, wrong_query_range, complexity_bug.",4,40,codeforces,1700.0,"[""data_structures"", ""graphs"", ""greedy""]","[""data_structures"", ""graphs"", ""greedy""]",https://codeforces.com/problemset/problem/2065/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""data_structures"", ""prerequisites"": [""operation_invariants"", ""complexity_tradeoffs""], ""risks"": [""stale_update"", ""wrong_query_range"", ""complexity_bug""], ""evidence"": ""Skibidus and Slay\n\nF. Skibidus and Slay\ntime limit per test\n4 seconds\nmemory limit per test\n512 megabytes\ninput\nstandard input\noutput\nstandard output\n\nLet's define the\nmajority\nof a sequence of $k$ elements as the unique value that appears strictly more than $\\left \\lfloor {\\frac{k}{2}} \\right \\rfloor$ times. If such a value does not exist, then the""}"
pi::pedagogy::approach::codeforces_2065_F::graphs,pi::problem::codeforces_2065_F,codeforces_2065_F,APPROACH,Skibidus and Slay - Graphs Approach,"This problem can be interpreted through graphs. Evidence: $^{\text{∗}}$ A tree is a connected graph without cycles.. Prerequisites: graph_modeling, dfs_bfs, tree_invariants. Common risks: visited_state_bug, recursion_depth, wrong_tree_root.",4,40,codeforces,1700.0,"[""data_structures"", ""graphs"", ""greedy""]","[""data_structures"", ""graphs"", ""greedy""]",https://codeforces.com/problemset/problem/2065/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""graphs"", ""prerequisites"": [""graph_modeling"", ""dfs_bfs"", ""tree_invariants""], ""risks"": [""visited_state_bug"", ""recursion_depth"", ""wrong_tree_root""], ""evidence"": ""$^{\\text{∗}}$ A tree is a connected graph without cycles.""}"
pi::pedagogy::approach::codeforces_2065_F::greedy,pi::problem::codeforces_2065_F,codeforces_2065_F,APPROACH,Skibidus and Slay - Greedy Approach,"This problem can be interpreted through greedy. Evidence: data structures dfs and similar graphs greedy trees. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,40,codeforces,1700.0,"[""data_structures"", ""graphs"", ""greedy""]","[""data_structures"", ""graphs"", ""greedy""]",https://codeforces.com/problemset/problem/2065/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""data structures dfs and similar graphs greedy trees""}"
pi::pedagogy::approach::codeforces_2065_E::constructive,pi::problem::codeforces_2065_E,codeforces_2065_E,APPROACH,Skibidus and Rizz - Constructive Approach,"This problem can be interpreted through constructive. Evidence: He asks for your help to construct a binary string $s$ of length $n+m$ with exactly $n$ $\texttt{0}$'s and $m$ $\texttt{1}$'s such that the maximum. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,41,codeforces,1600.0,"[""implementation_constructive"", ""greedy"", ""strings"", ""constructive""]","[""implementation_constructive"", ""greedy"", ""strings""]",https://codeforces.com/problemset/problem/2065/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""He asks for your help to construct a binary string $s$ of length $n+m$ with exactly $n$ $\\texttt{0}$'s and $m$ $\\texttt{1}$'s such that the maximum""}"
pi::pedagogy::approach::codeforces_2065_E::greedy,pi::problem::codeforces_2065_E,codeforces_2065_E,APPROACH,Skibidus and Rizz - Greedy Approach,"This problem can be interpreted through greedy. Evidence: constructive algorithms greedy strings. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,41,codeforces,1600.0,"[""implementation_constructive"", ""greedy"", ""strings""]","[""implementation_constructive"", ""greedy"", ""strings""]",https://codeforces.com/problemset/problem/2065/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""constructive algorithms greedy strings""}"
pi::pedagogy::approach::codeforces_2065_D::greedy,pi::problem::codeforces_2065_D,codeforces_2065_D,APPROACH,Skibidus and Sigma - Greedy Approach,"This problem can be interpreted through greedy. Evidence: Skibidus and Sigma

D. Skibidus and Sigma
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Let's denote the score of an array $b$ with $k$ elements as $\sum_{i=1}^{k}\left(\sum_{j=1}^ib_j\right)$. In other words, let $S_i$ denote the sum of the first $i$ elements of $b$. Then, the score can be. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,42,codeforces,1200.0,"[""greedy"", ""techniques""]","[""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2065/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""Skibidus and Sigma\n\nD. Skibidus and Sigma\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nLet's denote the score of an array $b$ with $k$ elements as $\\sum_{i=1}^{k}\\left(\\sum_{j=1}^ib_j\\right)$. In other words, let $S_i$ denote the sum of the first $i$ elements of $b$. Then, the score can be""}"
pi::pedagogy::approach::codeforces_2065_D::sorting,pi::problem::codeforces_2065_D,codeforces_2065_D,APPROACH,Skibidus and Sigma - Sorting Approach,"This problem can be interpreted through sorting. Evidence: $^{\text{∗}}$ A permutation of length $n$ contains all integers from $1$ to $n$ exactly once.. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,42,codeforces,1200.0,"[""greedy"", ""techniques"", ""sorting""]","[""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2065/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""$^{\\text{∗}}$ A permutation of length $n$ contains all integers from $1$ to $n$ exactly once.""}"
pi::pedagogy::approach::codeforces_2065_C2::binary_search,pi::problem::codeforces_2065_C2,codeforces_2065_C2,APPROACH,Skibidus and Fanum Tax (hard version) - Binary Search Approach,"This problem can be interpreted through binary search. Evidence: Skibidus and Fanum Tax (hard version)

C2. Skibidus and Fanum Tax (hard version)
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

This is the hard version of the problem. In this version, $m \leq 2\cdot 10^5$.
Skibidus has obtained two arrays $a$ and $b$, containing $n$ and $m$ elements. Prerequisites: monotonic_predicate, bounds_reasoning, integer_overflow_awareness. Common risks: wrong_bounds, off_by_one, missing_monotonicity_proof.",4,43,codeforces,1300.0,"[""techniques"", ""greedy"", ""binary_search""]","[""techniques"", ""greedy""]",https://codeforces.com/problemset/problem/2065/C2,"{""layer"": ""pedagogical_graph"", ""technique"": ""binary_search"", ""prerequisites"": [""monotonic_predicate"", ""bounds_reasoning"", ""integer_overflow_awareness""], ""risks"": [""wrong_bounds"", ""off_by_one"", ""missing_monotonicity_proof""], ""evidence"": ""Skibidus and Fanum Tax (hard version)\n\nC2. Skibidus and Fanum Tax (hard version)\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nThis is the hard version of the problem. In this version, $m \\leq 2\\cdot 10^5$.\nSkibidus has obtained two arrays $a$ and $b$, containing $n$ and $m$ elements""}"
pi::pedagogy::approach::codeforces_2065_C2::greedy,pi::problem::codeforces_2065_C2,codeforces_2065_C2,APPROACH,Skibidus and Fanum Tax (hard version) - Greedy Approach,"This problem can be interpreted through greedy. Evidence: Choose an integer $j$ such that $1 \leq j \leq m$.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,43,codeforces,1300.0,"[""techniques"", ""greedy""]","[""techniques"", ""greedy""]",https://codeforces.com/problemset/problem/2065/C2,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""Choose an integer $j$ such that $1 \\leq j \\leq m$.""}"
pi::pedagogy::approach::codeforces_2065_C2::sorting,pi::problem::codeforces_2065_C2,codeforces_2065_C2,APPROACH,Skibidus and Fanum Tax (hard version) - Sorting Approach,"This problem can be interpreted through sorting. Evidence: Skibidus needs your help determining whether he can sort $a$ in non-decreasing order $^{\text{∗}}$ by performing the above operation some number of times.. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,43,codeforces,1300.0,"[""techniques"", ""greedy"", ""sorting""]","[""techniques"", ""greedy""]",https://codeforces.com/problemset/problem/2065/C2,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""Skibidus needs your help determining whether he can sort $a$ in non-decreasing order $^{\\text{∗}}$ by performing the above operation some number of times.""}"
pi::pedagogy::approach::codeforces_2065_C1::binary_search,pi::problem::codeforces_2065_C1,codeforces_2065_C1,APPROACH,Skibidus and Fanum Tax (easy version) - Binary Search Approach,"This problem can be interpreted through binary search. Evidence: binary search dp greedy. Prerequisites: monotonic_predicate, bounds_reasoning, integer_overflow_awareness. Common risks: wrong_bounds, off_by_one, missing_monotonicity_proof.",4,44,codeforces,1100.0,"[""techniques"", ""dynamic_programming"", ""greedy"", ""binary_search""]","[""techniques"", ""dynamic_programming"", ""greedy""]",https://codeforces.com/problemset/problem/2065/C1,"{""layer"": ""pedagogical_graph"", ""technique"": ""binary_search"", ""prerequisites"": [""monotonic_predicate"", ""bounds_reasoning"", ""integer_overflow_awareness""], ""risks"": [""wrong_bounds"", ""off_by_one"", ""missing_monotonicity_proof""], ""evidence"": ""binary search dp greedy""}"
